,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
2143,,19th-Century Russian Prose,3.00,27433,,01/14/13 - 04/29/13,,10,CANCELLED,SLAV
2144,1776 G 100,19th-Century Russian Poetry,3.00,27605,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Ovtcharenko, E",10,OPEN,SLAV
2145,FNGR 208,Introduction to Russian Cinema,3.00,20880,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Rollberg, P; Dean, E",10,CLOSED,SLAV
2146,SEE DEPT,Independent Study,3.00,22780,,01/14/13 - 04/29/13,"Robin, R",10,OPEN,SLAV
2147,ROME 202,Race&PolitcsInRussia;:1700-Pres,3.00,25689,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Coles, R",11,OPEN,SLAV
2148,1957 E 310ANDGOV 104,"Wealth,Poverty,Inequality inDC",3.00,26660,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Eglitis, D",10,OPEN,"SOC
"
2149,1957 E 310,Holocaust & Genocide Studies,3.00,26813,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Kelso, M",11,OPEN,"SOC
"
2150,PHIL B156,Introduction to Sociology,3.00,21273,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Vasques Scalera, C",10,OPEN,"SOC
"
2151,PHIL B156,Introduction to Sociology,3.00,24986,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Vasques Scalera, C",11,CLOSED,"SOC
"
2152,FNGR 209,The Sociological Imagination,3.00,26661,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Ken, I",10,OPEN,"SOC
"
2153,PHIL 410,Laboratory,0.00,26941,T02:05PM - 03:45PM,01/14/13 - 04/29/13,,30,OPEN,"SOC
"
2154,PHIL 410,Laboratory,0.00,26942,R02:05PM - 03:45PM,01/14/13 - 04/29/13,,31,OPEN,"SOC
"
2155,PHIL B152,Intro to Criminal Justice,3.00,21364,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Buntman, F",10,OPEN,"SOC
"
2156,MPA 309,Intro to Criminal Justice,3.00,21954,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Buntman, F",11,OPEN,"SOC
"
2157,PHIL B156,Intro to Criminal Justice,3.00,24987,MW11:10AM - 12:25PM,01/14/13 - 04/29/13,"Schwartz, M",12,CLOSED,"SOC
"
2158,PHIL B152,Intro to Criminal Justice,3.00,26814,MW02:20PM - 03:35PM,01/14/13 - 04/29/13,"Schwartz, M",13,CLOSED,"SOC
"
2159,PHIL B156,Social Research Methods,3.00,26662,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Jones, A",10,OPEN,"SOC
"
2160,COR 101,Techniques of Data Analysis,3.00,21305,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Ishizawa, H",10,OPEN,"SOC
"
2161,ROME B104,Laboratory,0.00,21365,M11:10AM - 12:00PM,01/14/13 - 04/29/13,"Ishizawa, H",30,OPEN,"SOC
"
2162,ROME B104,Laboratory,0.00,21366,W02:20PM - 03:10PM,01/14/13 - 04/29/13,"Ishizawa, H",31,CLOSED,"SOC
"
2163,ROME B104,Laboratory,0.00,21953,M03:55PM - 04:45PM,01/14/13 - 04/29/13,"Ishizawa, H",32,OPEN,"SOC
"
2164,ROME B104,Laboratory,0.00,25766,W09:35AM - 10:25AM,01/14/13 - 04/29/13,"Ishizawa, H",33,OPEN,"SOC
"
2165,PHIL 108,Contemporary Sociologcl Theory,3.00,27428,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Eglitis, D",10,CLOSED,"SOC
"
2166,PHIL B156,Criminology,3.00,21274,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Schwartz, M",10,CLOSED,"SOC
"
2167,PHIL B152,Criminal Law,3.00,21798,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Gale, T",10,OPEN,"SOC
"
2168,PHIL B152,Sociology of the Family,3.00,26663,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Kim, J",10,OPEN,"SOC
"
2169,PHIL B152,Economic Sociology,3.00,24990,MW04:45PM - 06:00PM,01/14/13 - 04/29/13,"Alexander, D",10,OPEN,"SOC
"
2170,PHIL B152,Urban Sociology,3.00,26815,WF12:45PM - 02:00PM,01/14/13 - 04/29/13,"Ross, L",10,OPEN,"SOC
"
2171,2020 K 26,Class/Inequality-Amer Society,3.00,27429,TR04:45PM - 06:00PM,01/14/13 - 04/29/13,"Alexander, D",10,OPEN,"SOC
"
2172,ROME 204,Deviance and Control,3.00,26665,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Weitzer, R",10,OPEN,"SOC
"
2173,FNGR 210,Race and Minority Relations,3.00,20882,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Wenger, M",10,OPEN,"SOC
"
2174,,Scan Lab:Ob/Gyn Sonography,1.00,25872,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2175,,Clin Pract II: Vasc,4.00,25873,,01/05/13 - 05/12/13,"Kelley, S; Meslar, K",10,OPEN,SONO
2176,,Clin Pract II: Card,4.00,25874,,01/05/13 - 05/12/13,"Kelley, S; Meslar, K",10,OPEN,SONO
2177,,Clin Pract II: Gen,4.00,25875,,01/05/13 - 05/12/13,"Kelley, S; Meslar, K",10,OPEN,SONO
2178,,Clin Pract II: Vasc Intensive,2.00,25876,,01/05/13 - 05/12/13,"Kelley, S; Meslar, K",10,OPEN,SONO
2179,,Clin Pract II: Card Intensive,2.00,25877,,01/05/13 - 05/12/13,"Kelley, S; Meslar, K",10,OPEN,SONO
2180,,Clin Prac II: Gen Int,2.00,25878,,01/05/13 - 05/12/13,"Meslar, K; Kelley, S",10,OPEN,SONO
2181,,Obstetric Sonography,3.00,22454,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2182,,High-Resolution Sonography,2.00,27399,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2183,,Cardiac Sonography II,3.00,22181,,01/05/13 - 05/12/13,"Flint, K; Ismail, C",10,OPEN,SONO
2184,,Vascular Sonography II,2.00,22182,,01/05/13 - 05/12/13,"Kelley, S; Ismail, C",10,OPEN,SONO
2185,,Senior Project I,1.00,22230,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2186,,Senior Project II,1.00,22183,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2187,,Senior Project III,1.00,22024,,01/05/13 - 05/12/13,"Ismail, C; Woletz, P",10,OPEN,SONO
2188,,Narratives of Displacement,3.00,26659,,01/14/13 - 04/29/13,,10,CANCELLED,SPAN
2189,1957 E 315AND1957 E 313,Elementary Spanish I,4.00,20497,TF09:35AM - 10:25AMANDR09:35AM - 10:25AM,01/14/13 - 04/29/13,"Eisele, K",10,OPEN,SPAN
2190,MON B37ANDGOV 102,Elementary Spanish I,4.00,25684,TR11:00AM - 12:00PMANDF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Eisele, K",11,OPEN,SPAN
2191,2020 K 21,Elementary Spanish II,4.00,20498,TRF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Castillo-Lao, A",10,OPEN,SPAN
2192,MON 251,Elementary Spanish II,4.00,20499,TRF08:00AM - 08:50AM,01/14/13 - 04/29/13,"Castillo-Lao, A",11,OPEN,SPAN
2193,1957 E 308AND1957 E 112,Elementary Spanish II,4.00,20500,TR02:20PM - 03:10PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Granja-Falconi, P",12,OPEN,SPAN
2194,GOV 104AND1957 E 313,Elementary Spanish II,4.00,20501,T03:55PM - 04:45PMANDRF03:55PM - 04:45PM,01/14/13 - 04/29/13,"Granja-Falconi, P",13,OPEN,SPAN
2195,BELL 106AND1776 G 143,Elementary Spanish II,4.00,21605,TF12:45PM - 01:35PMANDR12:45PM - 01:35PM,01/14/13 - 04/29/13,"Granja-Falconi, P",14,OPEN,SPAN
2196,1957 E 310,Elementary Spanish II,4.00,25690,TRF03:55PM - 04:45PM,01/14/13 - 04/29/13,"Valen, M",15,OPEN,SPAN
2197,GELM 608ANDMON 113,Elementary Spanish II,4.00,27463,TR02:20PM - 03:10PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Valen, M",16,OPEN,SPAN
2198,PHIL 108,Intermediate Spanish I,3.00,20502,MWF03:55PM - 04:45PM,01/14/13 - 04/29/13,"Perillan, D",10,CLOSED,SPAN
2199,MPA 302,Intermediate Spanish I,3.00,20508,MWF08:00AM - 08:50AM,01/14/13 - 04/29/13,"Camps Calbet, M",11,OPEN,SPAN
2200,1957 E 314ANDOM 305,Intermediate Spanish I,3.00,20910,MW09:35AM - 10:25AMANDF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Camps Calbet, M",12,OPEN,SPAN
2201,1957 E 314,Intermediate Spanish I,3.00,21081,MWF11:10AM - 12:00PM,01/14/13 - 04/29/13,"de la Pena, B",13,CLOSED,SPAN
2202,1957 E 315,Intermediate Spanish I,3.00,21288,MWF02:20PM - 03:10PM,01/14/13 - 04/29/13,"de la Pena, B",14,OPEN,SPAN
2203,BELL 105ANDBELL 105,Intermediate Spanish II,3.00,23811,TR11:10AM - 12:00PMANDF11:10AM - 12:00PM,01/14/13 - 04/29/13,"Parker, E",10,OPEN,SPAN
2204,OM 312,Intermediate Spanish II,3.00,20503,TRF08:00AM - 08:50AM,01/14/13 - 04/29/13,"Gonzalez, M",11,OPEN,SPAN
2205,OM 312,Intermediate Spanish II,3.00,20504,TRF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Gonzalez, M",12,OPEN,SPAN
2206,2020 K 12ANDFNGR 207,Intermediate Spanish II,3.00,20915,TR02:20PM - 03:10PMANDF02:20PM - 03:10PM,01/14/13 - 04/29/13,"Serrano-Ripoll, A",13,OPEN,SPAN
2207,PHIL 416ANDROME 351,Intermediate Spanish II,3.00,21151,TR12:45PM - 01:35PMANDF12:45PM - 01:35PM,01/14/13 - 04/29/13,"Parker, E",14,OPEN,SPAN
2208,,Continuing Research - Masters,1.00,21429,,01/14/13 - 04/29/13,"Rice, E",10,OPEN,SPED
2209,,Cont Research - Doctoral,1.00,21449,,01/14/13 - 04/29/13,"Rice, E",10,OPEN,SPED
2210,GOV 102,"Characteristics ED,LD,ID PrtII",3.00,24005,W07:10PM - 09:40PM,01/14/13 - 04/29/13,"Kelly, A",11,OPEN,SPED
2211,MON 350,Students w/Dis in Real World,3.00,25603,TR12:45PM - 02:00PM,01/14/13 - 04/29/13,"Taymans, J; Lehman, E",12,OPEN,SPED
2212,PHIL 108,AccessGen Ed Curr for Spec Ed,3.00,26588,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"Ihrig, K",13,OPEN,SPED
2213,SEE DEPT,"Characteristics EDLD.ID,PrtII",3.00,27861,,01/14/13 - 04/29/13,"Keefe, D",14,CLOSED,SPED
2214,,Research and Independent Study,1.00 TO   3.00,20513,,01/14/13 - 04/29/13,"Rice, E",10,OPEN,SPED
2215,SEE DEPT,Vocational Assessment,3.00 TO   6.00,27584,W06:10PM - 08:40PM,01/14/13 - 04/29/13,"Leconte, P; Green, B",10,OPEN,SPED
2216,SEE DEPT,Instr Mthds Sec Spec Ed & Trns,3.00,27860,,01/14/13 - 04/29/13,"Bello, D",10,OPEN,SPED
2217,GOV 101,Curriclm in Sec spec Ed & Trns,3.00,21967,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"West, L; Queener, J",10,OPEN,SPED
2218,SWW 201,Assessment-Special Need Infant,3.00,21698,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"Frey, J",10,OPEN,SPED
2219,SWW 227,Interdisc/Interagency Services,3.00,26179,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Smith, J",10,OPEN,SPED
2220,,Interdisc/Interagency Services,3.00,27318,,01/14/13 - 04/29/13,,11,CANCELLED,SPED
2221,,Immigrant Experience,3.00,26188,,01/14/13 - 04/29/13,,10,CANCELLED,SPED
2222,GELM 608,Developmental Assessment-SPED,3.00,23254,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"King, S",80,OPEN,SPED
2223,GELM 608,Dev Assessment of Adolescents,3.00,24492,M06:10PM - 08:00PM,01/14/13 - 04/29/13,"King, S",80,CLOSED,SPED
2224,SEE DEPT,Practicum:Mth&Mtrl; Yng Exc Chd,3.00,25853,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Castleberry, M",10,OPEN,SPED
2225,SEE DEPT,Practicum:Mth&Mtrl; Yng Exc Chd,3.00 OR   6.00,25591,W05:10PM - 07:00PM,01/14/13 - 04/29/13,"Pisha, L",11,OPEN,SPED
2226,PHIL 413,Formal Assessmnt-Yng Exc Child,3.00,20509,T06:10PM - 08:00PM,01/14/13 - 04/29/13,"Castleberry, M",10,OPEN,SPED
2227,SWW 202,Dvlpmt of Lang & Literature,3.00,27451,R05:10PM - 07:00PM,01/14/13 - 04/29/13,"Francis-Jackson, L",10,OPEN,SPED
2228,DUQUES 251,Instr/Assist Tech-Early Child,3.00,25854,M05:10PM - 07:00PM,01/14/13 - 04/29/13,"Alderman, L",10,OPEN,SPED
2229,DUQUES 251,Evolution of the Human Mind,3.00,25894,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Subiaul, F",10,OPEN,SPHR
2230,GOV 101,Voice and Diction,3.00,20517,TR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Richards, N",10,OPEN,SPHR
2231,MON 252,Discussion,0.00,20701,M02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",30,OPEN,SPHR
2232,MON 252,Discussion,0.00,20702,M12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",31,OPEN,SPHR
2233,MON 450,Discussion,0.00,20703,T02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",32,OPEN,SPHR
2234,GOV 325,Discussion,0.00,20704,W02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",33,OPEN,SPHR
2235,GOV 102,Discussion,0.00,21694,W11:10AM - 12:00PM,01/14/13 - 04/29/13,"Hancock, A",34,OPEN,SPHR
2236,MON 450,Discussion,0.00,21693,T12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",35,OPEN,SPHR
2237,DUQUES 152,Voice and Diction,3.00,21282,TR03:55PM - 04:45PM,01/14/13 - 04/29/13,"Purcell-Robertson, R",11,CLOSED,SPHR
2238,MON 252,Discussion,0.00,20701,M02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",30,OPEN,SPHR
2239,MON 252,Discussion,0.00,20702,M12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",31,OPEN,SPHR
2240,MON 450,Discussion,0.00,20703,T02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",32,OPEN,SPHR
2241,GOV 325,Discussion,0.00,20704,W02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",33,OPEN,SPHR
2242,GOV 102,Discussion,0.00,21694,W11:10AM - 12:00PM,01/14/13 - 04/29/13,"Hancock, A",34,OPEN,SPHR
2243,MON 450,Discussion,0.00,21693,T12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",35,OPEN,SPHR
2244,DUQUES 152,Voice and Diction,3.00,21692,MW09:35AM - 10:25AM,01/14/13 - 04/29/13,"Moody, M",12,OPEN,SPHR
2245,MON 252,Discussion,0.00,20701,M02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",30,OPEN,SPHR
2246,MON 252,Discussion,0.00,20702,M12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",31,OPEN,SPHR
2247,MON 450,Discussion,0.00,20703,T02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",32,OPEN,SPHR
2248,GOV 325,Discussion,0.00,20704,W02:20PM - 03:10PM,01/14/13 - 04/29/13,"Hancock, A",33,OPEN,SPHR
2249,GOV 102,Discussion,0.00,21694,W11:10AM - 12:00PM,01/14/13 - 04/29/13,"Hancock, A",34,OPEN,SPHR
2250,MON 450,Discussion,0.00,21693,T12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hancock, A",35,OPEN,SPHR
2251,GOV 102,Foundation-Human Communication,3.00,20566,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Richards, N",10,OPEN,SPHR
2252,BELL 106,Foundation-Human Communication,3.00,21708,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Thothathiri, M",11,OPEN,SPHR
2253,GOV 101,Foundation-Human Communication,3.00,22150,MWF09:35AM - 10:25AM,01/14/13 - 04/29/13,"Richards, N",10,CLOSED,SPHR
2254,FNGR 210ANDMPA 305,Multicultural Issues-Human Com,3.00,21695,M02:20PM - 03:35PMANDW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Campbell, S",10,OPEN,SPHR
2255,FNGR 223,American Sign Language I,3.00,21858,WF09:35AM - 10:50AM,01/14/13 - 04/29/13,"Giordano, T",10,CLOSED,SPHR
2256,FNGR 210,American Sign Language I,3.00,21863,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Giordano, T",11,CLOSED,SPHR
2257,MON B32,American Sign Language II,3.00,21859,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"O'Donnell, M",10,OPEN,SPHR
2258,OM 305,American Sign Language II,3.00,22825,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"O'Donnell, M",11,OPEN,SPHR
2259,MPA 302,Perspectives in Deaf Culture,3.00,23955,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"O'Donnell, M",10,OPEN,SPHR
2260,MON 113,Anatomy & Physiology for SPHR,4.00,22539,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Schulz, G",10,OPEN,SPHR
2261,BELL 108,Laboratory,0.00,22540,TR11:10AM - 12:00PM,01/14/13 - 04/29/13,"Brewer, D; Schulz, G",30,OPEN,SPHR
2262,MON 113,Introduction to Audiology,3.00,20518,TR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Jacobs-Condit, L",10,OPEN,SPHR
2263,,Hearing & Perception,3.00,26766,,01/14/13 - 04/29/13,,10,CANCELLED,SPHR
2264,MON 113,Lang Acquisition/Development,3.00,20852,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Thothathiri, M",10,OPEN,SPHR
2265,FNGR 210,Autism,3.00,24612,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Subiaul, F",80,OPEN,SPHR
2266,FNGR 210,Autism,3.00,26764,MW03:45PM - 05:00PM,01/14/13 - 04/29/13,"Subiaul, F",82,OPEN,ANTH
2267,SEE DEPT,Hearing and Perception,3.00,27995,,01/14/13 - 04/29/13,"Mahshie, J",10,CLOSED,SPHR
2268,DUQUES 152,Analys/Modifictn-Comm Behavior,3.00,21091,TR08:00AM - 09:15AM,01/14/13 - 04/29/13,"Comer, K",10,OPEN,SPHR
2269,,Statistics and Truth,3.00,26729,,01/14/13 - 04/29/13,,10,CANCELLED,STAT
2270,PHIL B152,Intro-Business & Economic Stat,3.00,20525,MW06:10PM - 08:00PM,01/14/13 - 04/29/13,"Fleming, C",10,OPEN,STAT
2271,1957 E 213,Intro-Business & Economic Stat,3.00,20524,TR02:20PM - 03:35PM,01/14/13 - 04/29/13,"Kalpathy, R",11,CLOSED,STAT
2272,2020 K 24,Recitation,0.00,22113,M09:35AM - 10:25AM,01/14/13 - 04/29/13,"Hu, X",30,OPEN,STAT
2273,2020 K 24,Recitation,0.00,22114,M11:10AM - 12:00PM,01/14/13 - 04/29/13,"Hu, X",31,OPEN,STAT
2274,2020 K 24,Recitation,0.00,22115,M02:20PM - 03:10PM,01/14/13 - 04/29/13,"Cong, J",32,CLOSED,STAT
2275,2020 K 11,Recitation,0.00,22116,M03:55PM - 04:45PM,01/14/13 - 04/29/13,"Swatek, M",33,CLOSED,STAT
2276,PHIL 217,Recitation,0.00,22117,M12:45PM - 01:35PM,01/14/13 - 04/29/13,"Hu, X",34,CLOSED,STAT
2277,ROME 204,Intro-Business & Economic Stat,3.00,26808,TR06:10PM - 08:00PM,01/14/13 - 04/29/13,"Vadakkeveetil, T",12,OPEN,STAT
2278,ROME 204,Intro-Business & Economic Stat,3.00,26809,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Bose, S",13,OPEN,STAT
2279,ROME 204,Recitation,0.00,26810,M02:20PM - 03:10PM,01/14/13 - 04/29/13,"Zou, Q",35,OPEN,STAT
2280,1957 E 113,Intro-Stat in Social Science,3.00,20526,WF12:45PM - 02:00PM,01/14/13 - 04/29/13,"Ferguson, J",10,OPEN,STAT
2281,2020 K 24,Recitation,0.00,22818,R03:55PM - 04:45PM,01/14/13 - 04/29/13,"Guo, J",30,CLOSED,STAT
2282,2020 K 24,Recitation,0.00,22819,R05:00PM - 05:50PM,01/14/13 - 04/29/13,,31,OPEN,STAT
2283,2020 K 11,Recitation,0.00,22820,R11:10AM - 12:00PM,01/14/13 - 04/29/13,"Chen, X",32,CLOSED,STAT
2284,MON 353,Recitation,0.00,22821,R12:45PM - 01:35PM,01/14/13 - 04/29/13,"Chen, X",33,CLOSED,STAT
2285,2020 K 24,Recitation,0.00,22582,R09:35AM - 10:25AM,01/14/13 - 04/29/13,"Guo, J",34,OPEN,STAT
2286,FNGR 210AND1957 E 214,Intro-Stat in Social Science,3.00,20527,M06:10PM - 08:00PMANDW06:10PM - 08:00PM,01/14/13 - 04/29/13,"Amini, S",11,CLOSED,STAT
2287,FNGR 103,Intro-Stat in Social Science,3.00,22581,TR03:45PM - 05:00PM,01/14/13 - 04/29/13,"Balaji, S",12,OPEN,STAT
2288,2020 K 11,Recitation,0.00,22583,W03:55PM - 04:45PM,01/14/13 - 04/29/13,"Zhang, F",35,OPEN,STAT
2289,2020 K 24,Recitation,0.00,22584,W09:35AM - 10:25AM,01/14/13 - 04/29/13,"Sparks, J",36,CLOSED,STAT
2290,BELL 105,Recitation,0.00,22585,W11:10AM - 12:00PM,01/14/13 - 04/29/13,"Xu, W",37,CLOSED,STAT
2291,2020 K 24,Recitation,0.00,22586,W02:20PM - 03:10PM,01/14/13 - 04/29/13,"Zhang, F",38,OPEN,STAT
2292,2020 K 11,Recitation,0.00,25230,W05:00PM - 05:50PM,01/14/13 - 04/29/13,,39,CLOSED,STAT
2293,PHIL B156,Intro-Stat in Social Science,3.00,26811,TR06:10PM - 08:00PM,01/14/13 - 04/29/13,"Bose, S",13,CLOSED,STAT
2294,AMES B117ANDAMES B117,Intro-Stat in Social Science,3.00,21709,TR10:00AM - 11:15AMANDT11:30AM - 12:20PM,01/14/13 - 04/29/13,"Vadakkeveetil, T",MV,OPEN,STAT
2295,1957 E B17AND1957 E B17,Stat for Biological Sciences,3.00,21369,W06:10PM - 08:00PMANDW08:10PM - 10:00PM,01/14/13 - 04/29/13,"Valappil, T",10,OPEN,STAT
2296,FNGR 209,Business & Econ Statistics 2,3.00,20528,TR06:10PM - 08:00PM,01/14/13 - 04/29/13,"Ponti, F",10,CLOSED,STAT
2297,ROME 204,Business & Econ Statistics 2,3.00,20529,MW06:10PM - 08:00PM,01/14/13 - 04/29/13,"Apanasovich, T",11,CLOSED,STAT
2298,COR 106,Business & Econ Statistics 2,3.00,21794,TR11:10AM - 12:25PM,01/14/13 - 04/29/13,"Bura, E",12,OPEN,STAT
2299,ROME 204,Business & Econ Statistics 2,3.00,25231,MW09:35AM - 10:50AM,01/14/13 - 04/29/13,"Vadakkeveetil, T",13,CLOSED,STAT
2300,GELM B01,Regression Analysis,3.00,25435,R06:10PM - 10:00PM,01/14/13 - 04/29/13,"Jia, L; Liu, A",10,OPEN,STAT
2301,COR 101,Regression Analysis,3.00,21737,MW12:45PM - 02:00PM,01/14/13 - 04/29/13,"Landon, J",11,CLOSED,STAT
2302,ROME 205,Recitation,0.00,22822,T03:55PM - 04:45PM,01/14/13 - 04/29/13,"Valluri, S",30,CLOSED,STAT
2303,ROME 205,Recitation,0.00,23730,T02:20PM - 03:10PM,01/14/13 - 04/29/13,"Valluri, S",31,CLOSED,STAT
2304,ROME 205,Recitation,0.00,22118,T11:10AM - 12:00PM,01/14/13 - 04/29/13,"Jia, L",32,CLOSED,STAT
2305,ROME 205,Recitation,0.00,26730,T12:45PM - 01:35PM,01/14/13 - 04/29/13,"Valluri, S",33,CLOSED,STAT
2306,ROME 205,Recitation,0.00,25232,T09:35AM - 10:25AM,01/14/13 - 04/29/13,"Jia, L",34,OPEN,STAT
2307,DUQUES 361ANDCOR 111,Introduction to Econometrics,3.00,20530,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Williams, B",80,OPEN,STAT
2308,DUQUES 361ANDCOR 111,Introduction to Econometrics,3.00,20179,T09:35AM - 10:50AMANDR09:35AM - 10:50AM,01/14/13 - 04/29/13,"Williams, B",80,CLOSED,ECON
2309,1957 E 111AND1957 E 112,Introduction to Econometrics,3.00,23733,M03:45PM - 05:00PMANDF03:45PM - 05:00PM,01/14/13 - 04/29/13,"Carrillo, P",81,OPEN,STAT
2310,1957 E 111AND1957 E 112,Introduction to Econometrics,3.00,23602,M03:45PM - 05:00PMANDF03:45PM - 05:00PM,01/14/13 - 04/29/13,"Carrillo, P",81,CLOSED,ECON
2311,1957 E 112,Introduction to Econometrics,3.00,27018,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Carrillo, P",82,OPEN,STAT
2312,1957 E 112,Introduction to Econometrics,3.00,27017,MF11:10AM - 12:25PM,01/14/13 - 04/29/13,"Carrillo, P",82,CLOSED,ECON
2313,,Energy&Env;: Env Venture Cap,3.00,26816,,01/14/13 - 04/29/13,,10,CANCELLED,SMPP
2314,,Independent Study,ARR,20916,,01/14/13 - 04/29/13,"Griffin, J",10,OPEN,SMPP
2315,,Business Representatn/Lobbying,3.00,26817,,01/14/13 - 04/29/13,,10,CANCELLED,SMPP
2316,,Strategy Environ Mgt & Systems,1.50,27221,,03/18/13 - 04/29/13,,10,CANCELLED,SMPP
2317,,The Corporation,1.50,27544,,01/14/13 - 03/09/13,,11,CANCELLED,SMPP
2318,DUQUES 262,Cult Norms in Global Business,1.50,27992,T09:45AM - 12:30PM,01/14/13 - 03/08/13,"Fort, T",12,CLOSED,SMPP
2319,DUQUES 353ANDDUQUES 353,Corporate Responsibility,1.50,28196,S09:00AM - 01:00PMANDS09:00AM - 01:00PM,01/14/13 - 04/29/13,"Griffin, J",13,OPEN,SMPP
2320,,Cultural Norms,1.50,24628,,01/14/13 - 03/09/13,,80,CANCELLED,SMPP
2321,,Cultural Norms in Global Busi,1.50,26844,,01/14/13 - 04/29/13,,80,CANCELLED,IAFF
2322,,Housing Mkts Policy & Society,3.00,27219,,01/14/13 - 04/29/13,,81,CANCELLED,SMPP
2323,,"Housing Mkts, Policy& Soc",3.00,27345,,01/14/13 - 04/29/13,,80,CANCELLED,FINA
2324,,"Housing Mkts, Policy&Soc;",3.00,26337,,01/14/13 - 04/29/13,,80,CANCELLED,MKTG
2325,,Housing Mkts Policy & Society,3.00,26680,,01/14/13 - 04/29/13,,80,CANCELLED,PPPA
2326,,International Mgt Experience,3.00,26818,,01/14/13 - 04/29/13,,10,CANCELLED,SMPP
2327,,Directed Readings and Research,1.00 TO   6.00,20490,,01/14/13 - 04/29/13,"Griffin, J",10,OPEN,SMPP
2328,,Thesis Seminar,3.00,20486,,01/14/13 - 04/29/13,"Griffin, J",10,OPEN,SMPP
2329,,Thesis Research,3.00,20487,,01/14/13 - 04/29/13,"Griffin, J",10,OPEN,SMPP
